id,band_gap
4297818.cif,0
4292826.cif,0
4293102.cif,0
4860786.cif,0
4290789.cif,0
4879428.cif,0
4338285.cif,0
4291842.cif,0.834
4297053.cif,0
4298100.cif,0
4292016.cif,0
4295409.cif,0
4336371.cif,0
4293144.cif,0
4291755.cif,0
4293834.cif,0
4295817.cif,0
4815849.cif,0
4293471.cif,0
4294062.cif,2.083
4310865.cif,0
4293183.cif,0
4816194.cif,0
4292607.cif,0
4292163.cif,0
4291074.cif,0
4294668.cif,0
4294527.cif,0
4293570.cif,0
4336416.cif,0
4294602.cif,3.729
4292877.cif,0
4815909.cif,0
4292235.cif,0
4293696.cif,0
4292571.cif,0
4292673.cif,0
4336959.cif,0
4294164.cif,0
4296588.cif,0
4292655.cif,0
4301736.cif,0
4291989.cif,0
4816389.cif,0
4295232.cif,0
4296309.cif,0
4293735.cif,0
4297068.cif,0
4291704.cif,0
4297428.cif,0.725
4336350.cif,0
4291293.cif,0
4337031.cif,0.593
4336362.cif,0
4294077.cif,0
4292127.cif,2.59
4292841.cif,0
4293966.cif,0
4182516.cif,0
4861413.cif,0
4290795.cif,0
4293381.cif,0
4295484.cif,0
4291527.cif,0
4295169.cif,0
4292484.cif,0
4182774.cif,0
4293768.cif,0
4293600.cif,0
4299081.cif,0.344
4294188.cif,0
4293705.cif,0
4299159.cif,0
4295466.cif,0
4294632.cif,0
4293405.cif,0
4293591.cif,1.974
4291857.cif,0
4860177.cif,0
4292970.cif,0
4290990.cif,0
4294992.cif,0
4303974.cif,0
4296810.cif,0
4306023.cif,0.77
4302867.cif,0
4314252.cif,0
4294104.cif,1.964
4293531.cif,0
4293174.cif,0
4293639.cif,0.417
4293300.cif,0
4292664.cif,0
4291710.cif,0
4302468.cif,0
4294953.cif,0
4294581.cif,0
4294371.cif,0
4292727.cif,0
4879098.cif,0
4291368.cif,0
4292886.cif,0
4300881.cif,0
4293762.cif,0
4296723.cif,0
4293396.cif,0
4293156.cif,0
4291218.cif,0
4295964.cif,0
4292343.cif,2.677
4292043.cif,3.141
4312155.cif,0
4336551.cif,0
4291863.cif,3.057
4336497.cif,0
4298220.cif,2.777
4299918.cif,0
4292493.cif,0
4291227.cif,0
4294395.cif,0
4291233.cif,0
4310340.cif,0
4184301.cif,0
4317312.cif,0
4293087.cif,0
4291266.cif,0
4337025.cif,0
4336329.cif,0
4293657.cif,0
4291761.cif,0
4292979.cif,0
4296120.cif,0
4336557.cif,0
4292736.cif,0
4183752.cif,0
4291374.cif,0
4293891.cif,0
4879116.cif,0.373
4296489.cif,2.321
4291536.cif,0
4294257.cif,0
4324728.cif,0
4182030.cif,0
4293030.cif,0
4297740.cif,0
4294743.cif,0
4295952.cif,0
4297002.cif,0
4303701.cif,0
4297029.cif,0
4296051.cif,0
4293387.cif,0
4293981.cif,0
4292985.cif,0
4302657.cif,0
4292076.cif,0
4320573.cif,0
4291674.cif,0
4297275.cif,1.921
4293216.cif,0
4305660.cif,0
4298154.cif,0
4320765.cif,0
4298991.cif,0
4300074.cif,0
4294071.cif,0
4296165.cif,0
4308513.cif,0
4293078.cif,0
4182042.cif,0
4295577.cif,1.318
4336485.cif,0
4297008.cif,0
4291425.cif,0
4294899.cif,0
4292103.cif,0
4293798.cif,0
4860804.cif,0.75
4298871.cif,0
4305717.cif,0
4293987.cif,0
4292577.cif,0
4295667.cif,2.003
4292796.cif,0
4294158.cif,0
4861332.cif,0
4292499.cif,0
4295994.cif,0
4293777.cif,0
4296690.cif,0
4293555.cif,0
4294458.cif,0
4294875.cif,0
4322340.cif,0
4295325.cif,0
4296399.cif,0
4299297.cif,0
4291911.cif,0
4293858.cif,0
4295613.cif,0
4295658.cif,0
4294086.cif,0
4295496.cif,0
4295070.cif,1.999
4296225.cif,0
4324377.cif,0
4336587.cif,0
4294923.cif,1.489
4293792.cif,0
4292175.cif,0
4294716.cif,0
4295001.cif,0
4336353.cif,0
4295802.cif,0
4298982.cif,2.163
4302708.cif,0
4294782.cif,0
4295301.cif,0
4304301.cif,0
4295112.cif,0
4296375.cif,1.445
4196640.cif,0
4294182.cif,0
4292592.cif,0
4294206.cif,0
4291998.cif,0
4292622.cif,0
4297623.cif,0
4336944.cif,0
4294536.cif,0
4860891.cif,0
4298202.cif,0
4299414.cif,0
4860195.cif,0
4299264.cif,0
4327149.cif,0
4301766.cif,0
4295766.cif,0
4861488.cif,0
4294197.cif,0
4295316.cif,0
4293996.cif,0
4299042.cif,0
4292760.cif,0
4296858.cif,0
4298577.cif,2.897
4297290.cif,0
4816173.cif,0
4295079.cif,0
4336608.cif,0
4296468.cif,0
4294095.cif,0
4294296.cif,0
4336797.cif,0
4294005.cif,0
4294611.cif,0
4295787.cif,0
4294506.cif,0
4299480.cif,0
4296672.cif,1.24
4297017.cif,0
4294173.cif,0
4294698.cif,0
4295709.cif,0
4295544.cif,0
4336464.cif,0
4861860.cif,0
4300266.cif,0
4292766.cif,0
4299183.cif,0
4295241.cif,0
4336836.cif,1.502
4298508.cif,0
4294725.cif,0
4296129.cif,0
4295601.cif,0
4336383.cif,0
4294512.cif,0
4300335.cif,0
4297284.cif,0
4294467.cif,0
4879299.cif,0
4295364.cif,0
4295976.cif,0
4294473.cif,0
4293234.cif,0
4297629.cif,0
4815888.cif,0
4292856.cif,0.271
4298124.cif,0
4294248.cif,0
4293807.cif,0.944
4860174.cif,0
4300809.cif,0.321
4301196.cif,0
4336644.cif,0
4296969.cif,0
4296210.cif,0
4301448.cif,0
4301784.cif,0
4303746.cif,0
4297236.cif,0
4295148.cif,0
4299255.cif,0
4297494.cif,0
4295262.cif,0
4295418.cif,0
4299117.cif,0
4311345.cif,0
4861356.cif,0
4294239.cif,0
4336374.cif,0
4293225.cif,3.181
4295382.cif,0
4293192.cif,0
4294119.cif,0
4304436.cif,0
4295889.cif,0
4298652.cif,2.016
4299057.cif,0
4295100.cif,0
4297671.cif,0
4295223.cif,0
4861368.cif,0
4295724.cif,0
4297362.cif,0
4336623.cif,0
4294482.cif,0
4295733.cif,0
4295916.cif,3.839
4294641.cif,0
4295628.cif,0
4336395.cif,0
4296645.cif,0
4296150.cif,0
4293096.cif,0
4292817.cif,0
4298847.cif,0
4315056.cif,0
4303755.cif,0
4300179.cif,0
4300155.cif,2.192
4298037.cif,0
4295208.cif,0
4300896.cif,0
4303764.cif,0
4293867.cif,0
4295553.cif,0
4294914.cif,0
4295064.cif,0
4336365.cif,0
4303347.cif,0
4296546.cif,0
4292751.cif,0
4293318.cif,0
4293117.cif,0
4296390.cif,0
4860825.cif,0
4336488.cif,0
4336431.cif,0
4815933.cif,0
4295619.cif,1.772
4310856.cif,0
4298352.cif,0.672
4300398.cif,0
4293909.cif,0
4320567.cif,0
4294857.cif,0
4293666.cif,0
4296327.cif,0
4816482.cif,0
4860876.cif,0
4293327.cif,0
4297662.cif,0
4293000.cif,0
4301049.cif,0
4879554.cif,0
4336968.cif,0
4294305.cif,0
4816032.cif,0
4315539.cif,0
4183131.cif,0
4816251.cif,0
4296558.cif,0.593
4293753.cif,0
4294866.cif,0
4298553.cif,0.282
4296873.cif,0
4295193.cif,0
4294983.cif,0
4336596.cif,0
4323687.cif,0
4302075.cif,0
4298415.cif,0
4303533.cif,0
4294323.cif,0
4299222.cif,0
4296060.cif,0
4295922.cif,0
4297551.cif,0
4296069.cif,0
4337136.cif,0
4299240.cif,0
4294809.cif,0
4296984.cif,0
4297260.cif,0.923
4301685.cif,2.163
4297395.cif,0
4297839.cif,0
4298853.cif,0
4307145.cif,0
4303032.cif,0
4313763.cif,0
4295775.cif,0
4297863.cif,0
4306836.cif,2.203
4305483.cif,2.625
4295871.cif,0
4302594.cif,0
4297734.cif,0
4293129.cif,0
4295502.cif,0
4299066.cif,0.402
4295676.cif,0
4860882.cif,0
4295019.cif,0
4293711.cif,0
4296141.cif,0
4296174.cif,0
4293825.cif,0
4294263.cif,0
4295823.cif,0
4303524.cif,0
4294617.cif,0
4337205.cif,0
4816341.cif,0
4336422.cif,0
4296603.cif,0
4860831.cif,0
4816320.cif,0
4300257.cif,0
4296333.cif,0
4300068.cif,0
4297686.cif,0
4298325.cif,0
4296528.cif,0
4297458.cif,0
4296795.cif,0.454
4296285.cif,0
4860126.cif,1.582
4336470.cif,0
4297653.cif,1.402
4296381.cif,0
4295349.cif,0
4294125.cif,0
4302120.cif,0.987
4298628.cif,0
4297677.cif,0
4860924.cif,0
4295757.cif,0
4321566.cif,0
4299072.cif,0
4296882.cif,0
4293609.cif,0
4298067.cif,0
4296567.cif,0
4182156.cif,0
4295847.cif,0
4297092.cif,0
4296612.cif,0.411
4860120.cif,0
4296003.cif,0
4299306.cif,0.36
4296081.cif,0
4307073.cif,0
4337055.cif,0
4299432.cif,0
4296819.cif,0
4308087.cif,0.615
4297299.cif,0
4815990.cif,0
4295940.cif,0
4294029.cif,0
4295511.cif,0
4296183.cif,0
4307721.cif,0
4296639.cif,0
4294815.cif,0
4294338.cif,0
4299246.cif,0
4304250.cif,0
4298082.cif,0
4293816.cif,0
4299699.cif,0
4296012.cif,0
4299972.cif,0.696
4336665.cif,0
4299510.cif,0
4294734.cif,0
4336305.cif,1.876
4297581.cif,2.579
4336806.cif,0
4294347.cif,0
4310034.cif,0
4294134.cif,0
4294962.cif,0
4183662.cif,0
4294545.cif,0
4815918.cif,0
4815864.cif,0
4336740.cif,0
4815894.cif,0
4297107.cif,0
4294935.cif,0
4310010.cif,0
4297590.cif,0
4302216.cif,1.977
4828323.cif,0
4296888.cif,0
4336461.cif,0
4295358.cif,0
4299600.cif,0
4305003.cif,0
4298544.cif,1.658
4298004.cif,0
4296030.cif,0
4861335.cif,0
4306296.cif,0
4297098.cif,0
4299048.cif,0
4302339.cif,0
4297575.cif,0
4297215.cif,0
4298523.cif,0
4297038.cif,0
4303020.cif,0
4298109.cif,0
4297884.cif,0
4299636.cif,0
4322475.cif,0
4815921.cif,0
4316577.cif,0
4298895.cif,2.074
4295031.cif,0
4297449.cif,2.791
4295907.cif,0
4301979.cif,0
4336467.cif,0
4294749.cif,0
4295571.cif,0
4300059.cif,0
4297440.cif,0
4299462.cif,0
4296963.cif,0
4296714.cif,0
4302774.cif,0
4297206.cif,0
4297638.cif,0
4304754.cif,0
4828080.cif,0
4300275.cif,0
4295856.cif,0
4298784.cif,0
4301292.cif,0
4879104.cif,0
4879455.cif,0
4182462.cif,0
4307961.cif,0
4298118.cif,0
4183650.cif,0
4336479.cif,0
4299519.cif,1.137
4297479.cif,0
4297761.cif,0
4879248.cif,0
4298361.cif,0
4306677.cif,0
4299423.cif,0
4336803.cif,0
4337292.cif,0
4301490.cif,0
4297464.cif,0
4860834.cif,0
4303251.cif,0
4304994.cif,0
4297380.cif,0
4304814.cif,0
4323027.cif,1.812
4303542.cif,0
4323993.cif,0
4303893.cif,0
4296036.cif,0
4337247.cif,0
4336494.cif,0
4302726.cif,0
4296699.cif,0
4297197.cif,0
4298901.cif,0
4297725.cif,0
4297605.cif,0
4336428.cif,4.021
4296246.cif,0
4297371.cif,0
4299900.cif,0
4300725.cif,0
4294677.cif,0
4337226.cif,0
4298943.cif,0
4299717.cif,0
4336719.cif,0
4300833.cif,0
4298910.cif,0
4296897.cif,0
4303911.cif,0
4302195.cif,0
4348407.cif,0
4309665.cif,0
4304280.cif,0
4316862.cif,0
4861458.cif,0
4336695.cif,0
4295214.cif,0
4879437.cif,0
4298691.cif,0
4336527.cif,0
4302402.cif,0
4306776.cif,0
4300227.cif,0
4336560.cif,0
4296933.cif,0
4297116.cif,0
4296804.cif,0
4297308.cif,0
4861383.cif,0
4298226.cif,0
4298424.cif,1.566
4816683.cif,0
4302459.cif,0
4336815.cif,0
4297047.cif,0
4294791.cif,0
4297824.cif,0
4298385.cif,0
4297317.cif,0
4299006.cif,0
4336425.cif,0
4298961.cif,0
4296828.cif,0
4298016.cif,0
4297791.cif,0
4295427.cif,0
4295142.cif,0
4337082.cif,0
4860111.cif,0
4295043.cif,0
4297503.cif,0
4297938.cif,0
4313439.cif,0
4322181.cif,0
4299552.cif,0
4307163.cif,0
4299471.cif,0
4297947.cif,0
4297386.cif,0
4336755.cif,0
4298667.cif,0
4296978.cif,0
4295445.cif,0
4298970.cif,0
4301970.cif,0
4302732.cif,0
4299168.cif,0
4337277.cif,0
4297914.cif,0
4299231.cif,0
4298442.cif,0
4300485.cif,1.129
4300692.cif,0
4304760.cif,0
4303461.cif,0
4298562.cif,0
4299177.cif,0.817
4298532.cif,0
4336704.cif,0
4299348.cif,0
4296156.cif,0
4861611.cif,0
4300458.cif,0
4336284.cif,0
4861374.cif,0
4302249.cif,0
4181952.cif,0
4321038.cif,0
4297767.cif,0
4182981.cif,0
4296513.cif,0
4298754.cif,0
4302279.cif,0
4296483.cif,1.685
4296924.cif,0
4299405.cif,1.025
4298514.cif,0
4298862.cif,0
4310589.cif,0
4861386.cif,0
4308858.cif,0
4298025.cif,0
4336536.cif,0
4302576.cif,0
4299591.cif,0
4299861.cif,1.81
4340295.cif,0
4297923.cif,0
4320921.cif,0
4298952.cif,0
4296834.cif,3.167
4861422.cif,0
4298370.cif,0
4296537.cif,0
4336632.cif,0
4298163.cif,0
4297122.cif,0
4305036.cif,0
4299927.cif,0
4296441.cif,0
4299282.cif,0
4860900.cif,0
4298283.cif,0
4298709.cif,0
4306461.cif,0
4183050.cif,0
4336653.cif,0
4301727.cif,0
4299708.cif,0
4296906.cif,0
4337304.cif,0
4298133.cif,0
4299663.cif,0
4298745.cif,0
4301757.cif,0.619
4183101.cif,0
4301547.cif,0
4307226.cif,0
4299543.cif,0
4299759.cif,0.985
4299768.cif,0
4183173.cif,0
4301415.cif,1.88
4336569.cif,0
4301004.cif,0
4322580.cif,0
4336848.cif,0
4302615.cif,0
4296432.cif,0
4299315.cif,0
4301931.cif,0
4303593.cif,0
4305492.cif,0
4301922.cif,0
4336683.cif,0
4300329.cif,0
4299885.cif,0
4182147.cif,0
4337181.cif,0
4299495.cif,0
4299558.cif,0
4299291.cif,0
4300353.cif,0.308
4301988.cif,2.27
4302972.cif,0
4298586.cif,0
4299894.cif,0
4317915.cif,0
4296849.cif,0
4299777.cif,0
4816266.cif,0
4816383.cif,0
4815957.cif,0
4301157.cif,0
4337271.cif,0
4298265.cif,0
4182294.cif,0
4299273.cif,1.726
4299876.cif,0
4301031.cif,0
4296219.cif,0
4305120.cif,0
4297776.cif,0
4298700.cif,0
4303068.cif,0
4300083.cif,0
4298685.cif,0
4300701.cif,2.052
4816347.cif,0
4297242.cif,0
4298433.cif,0
4879122.cif,0
4298142.cif,0
4298274.cif,0
4299534.cif,0
4337169.cif,2.563
4302111.cif,0
4861398.cif,0
4303431.cif,0
4297854.cif,0
4297131.cif,0
4337289.cif,0
4306107.cif,0
4303650.cif,0
4299357.cif,0
4297407.cif,0
4298487.cif,0
4183734.cif,0
4300584.cif,0
4314504.cif,0
4815882.cif,0
4322232.cif,0
4297137.cif,0
4181958.cif,0
4336320.cif,0
4298376.cif,0
4301013.cif,0
4300752.cif,1.803
4296939.cif,0
4304202.cif,0
4300890.cif,0
4323966.cif,0
4296450.cif,0
4336827.cif,0
4300947.cif,0
4296840.cif,0
4302642.cif,0
4300218.cif,2.57
4860840.cif,0
4299654.cif,0
4298802.cif,0
4301304.cif,0
4302675.cif,0
4299336.cif,0
4298793.cif,0
4336854.cif,0
4299684.cif,0
4297509.cif,3.107
4297146.cif,0
4297155.cif,0
4306185.cif,0
4815948.cif,0.962
4300731.cif,0
4297869.cif,0
4321491.cif,0
4815930.cif,0
4304541.cif,0
4301229.cif,0
4299984.cif,0
4303710.cif,0
4307280.cif,0
4336791.cif,0
4303635.cif,0
4320846.cif,0
4183296.cif,0
4301817.cif,0
4302702.cif,0
4303470.cif,0
4304142.cif,0
4309002.cif,0
4299990.cif,0
4298448.cif,0
4299192.cif,0
4302426.cif,0
4300716.cif,0
4336524.cif,0
4301400.cif,0
4298595.cif,0
4298298.cif,0
4183179.cif,0
4299324.cif,0
4311012.cif,0
4299870.cif,0
4300782.cif,0
4300824.cif,0
4305540.cif,0
4860945.cif,0
4305891.cif,0
4336512.cif,0
4299612.cif,0
4299090.cif,0
4297560.cif,0
4297878.cif,1.19
4815966.cif,0
4299123.cif,0
4305615.cif,0
4308447.cif,0
4300998.cif,0
4299792.cif,0
4300788.cif,1.964
4300284.cif,0
4302207.cif,0
4299441.cif,0
4816296.cif,0
4300092.cif,0
4299948.cif,0
4300647.cif,0
4300428.cif,0
4337139.cif,0
4861548.cif,0
4300107.cif,0
4306311.cif,0
4275435.cif,0
4307169.cif,3.165
4828443.cif,0
4298928.cif,0
4301055.cif,0
4298172.cif,0
4299486.cif,0
4316697.cif,0
4299999.cif,0
4297416.cif,0
4183305.cif,0
4336749.cif,0
4861449.cif,0
4301454.cif,0
4302450.cif,1.343
4297527.cif,0
4297161.cif,0
4301166.cif,0
4299015.cif,0
4299099.cif,0
4322616.cif,0
4336650.cif,0
4306350.cif,0
4299804.cif,0
4297251.cif,0
4303089.cif,0
4299210.cif,0
4307346.cif,0
4298808.cif,0
4302009.cif,0.601
4300344.cif,2.193
4302624.cif,1.764
4303902.cif,0
4305324.cif,0
4303416.cif,0
4305342.cif,0
4336830.cif,0
4309269.cif,0
4299201.cif,0
4300305.cif,0
4302267.cif,1.156
4300533.cif,0
4336521.cif,0
4300500.cif,0
4310673.cif,0
4336680.cif,0
4184355.cif,0
4298919.cif,0
4300638.cif,0
4301691.cif,0
4300797.cif,0
4319955.cif,0
4300008.cif,0
4336692.cif,0
4304565.cif,0
4305501.cif,1.438
4306599.cif,0
4815963.cif,0
4816659.cif,0
4860930.cif,0.867
4299108.cif,0
4299567.cif,0
4336500.cif,0
4182942.cif,0
4298730.cif,0
4336539.cif,0
4298196.cif,0
4816662.cif,0
4305510.cif,0
4300491.cif,0
4336506.cif,0
4298739.cif,0
4816287.cif,0
4300818.cif,0
4861425.cif,0
4183683.cif,0
4300101.cif,0
4313907.cif,0
4861428.cif,0
4336614.cif,0
4299576.cif,0.576
4298817.cif,0
4309932.cif,0
4302027.cif,1.935
4336578.cif,0
4305012.cif,0
4337178.cif,0
4300371.cif,0
4306764.cif,0.538
4303626.cif,0
4298289.cif,0
4299726.cif,0
4336977.cif,0
4303002.cif,0
4305711.cif,0
4298472.cif,0
4300656.cif,0
4303929.cif,0
4336656.cif,0
4301382.cif,0
4298181.cif,0
4861443.cif,0
4300116.cif,0
4815879.cif,0
4301841.cif,0
4299621.cif,0
4303602.cif,0
4300740.cif,0
4301106.cif,0
4298721.cif,0
4299942.cif,0
4300515.cif,0
4300968.cif,0
4302540.cif,0
4183233.cif,0
4302606.cif,0
4307337.cif,0
4302084.cif,0
4300956.cif,0
4816380.cif,0
4304052.cif,0
4301898.cif,0
4310886.cif,0
4306203.cif,0
4336812.cif,0
4336698.cif,0
4313703.cif,0
4860852.cif,1.149
4298604.cif,0
4301676.cif,0
4183560.cif,0
4300422.cif,0
4304739.cif,0
4300524.cif,0
4301481.cif,1.648
4336689.cif,0
4306047.cif,0
4861431.cif,0
4300377.cif,0
4302288.cif,0
4336716.cif,0
4314099.cif,0
4298826.cif,0
4301880.cif,0
4816332.cif,0
4300974.cif,0
4298046.cif,0
4300413.cif,0
4299144.cif,0
4337565.cif,0
4302408.cif,0
4301835.cif,0
4316922.cif,0
5188797.cif,0
4302765.cif,0
4308339.cif,0
4300236.cif,0
4301997.cif,0
4299372.cif,0
4302138.cif,0
4302792.cif,0
4336563.cif,0
4298235.cif,0
4317192.cif,0
4336773.cif,0
4301244.cif,0
4300773.cif,0
4300509.cif,0
4302684.cif,0
4304964.cif,0.868
4300020.cif,0
4304133.cif,0
4300362.cif,0
4336581.cif,0
4303452.cif,2.887
4816191.cif,0
4300575.cif,0
4308921.cif,0
4336545.cif,0
4302534.cif,0
4301463.cif,0
4336572.cif,0
4337187.cif,0
4301556.cif,0
4301022.cif,0
4300125.cif,0
4301235.cif,0
4301262.cif,0
4301538.cif,0
4302093.cif,0
4302366.cif,0
4306605.cif,0
4302915.cif,0
4336593.cif,0
4318092.cif,0
4302900.cif,0
4302105.cif,0
4305225.cif,0
4306965.cif,0
4303188.cif,0
4301322.cif,0
4305297.cif,0
4301064.cif,0
4301271.cif,0
4301178.cif,0
4300542.cif,0
4307094.cif,0
4305702.cif,0
4860906.cif,0
4336686.cif,4.651
4304523.cif,0
4307409.cif,0
4304223.cif,0
4304271.cif,0
4303485.cif,0
4302516.cif,0
4303374.cif,0
4305795.cif,0
4861470.cif,0
4305288.cif,0
4182624.cif,1.009
4324983.cif,0
4313961.cif,0
4315890.cif,0
4300143.cif,0
4310331.cif,0
4304349.cif,0
4182339.cif,0
4302312.cif,0
4306176.cif,0
4306065.cif,0
4860192.cif,0
4301667.cif,0
4301205.cif,0
4306041.cif,2.127
4302357.cif,0
4302564.cif,0
4300764.cif,0
4303182.cif,0
4302828.cif,0
4860939.cif,0
4301427.cif,0
4301391.cif,0
4816503.cif,0
4336779.cif,0
4303983.cif,0
4301889.cif,0
4298763.cif,0
4300593.cif,1.662
4303620.cif,2.559
4301253.cif,0
4182567.cif,0.718
4301409.cif,0
4301469.cif,1.753
4302933.cif,0
4302924.cif,0
4337028.cif,0
4301826.cif,0
4302147.cif,0
4336869.cif,0
4301904.cif,0
4307472.cif,0
4302294.cif,0
4301790.cif,0
4299732.cif,0
4299363.cif,0
4303062.cif,0
4860957.cif,0
4299957.cif,0
4336575.cif,0
4182507.cif,0
4336725.cif,0
4183836.cif,0
4306491.cif,0
4339416.cif,0
4300842.cif,1.56
4301040.cif,0
4316298.cif,0
4336710.cif,0
4301187.cif,0
4302633.cif,0
4303125.cif,0
4299504.cif,0
4322007.cif,0
4307355.cif,0
4302759.cif,1.006
4308795.cif,0
4300665.cif,0
4860129.cif,0
4303038.cif,0
4306875.cif,0
4302153.cif,0
4302483.cif,0
4300671.cif,0
4302018.cif,0
4306134.cif,0
4301775.cif,0
4305279.cif,3.034
4303338.cif,0
4307256.cif,0
4307478.cif,1.869
4336668.cif,0
4337553.cif,0
4305390.cif,0
4337184.cif,0.859
4306482.cif,0
4306581.cif,0
4306848.cif,0
4307265.cif,0
4308834.cif,0
4336752.cif,0
4316742.cif,0
4303398.cif,0
4307730.cif,0
4307712.cif,0
4307394.cif,3.099
4322400.cif,0
4306926.cif,0
4336611.cif,0
4305435.cif,0
4300194.cif,0
4301913.cif,0
4336659.cif,0
4301211.cif,0
4301337.cif,0
4304169.cif,0
4304262.cif,0
4815951.cif,1.439
4306755.cif,0
4302045.cif,0
4337463.cif,0
4337295.cif,0
4304499.cif,0
4317027.cif,0
4300560.cif,0
4302036.cif,0
4304487.cif,0
4860168.cif,0
4302060.cif,0
4305738.cif,3.497
4309152.cif,0
4861512.cif,0
4336794.cif,0
4308078.cif,0
4302477.cif,0
4336902.cif,0
4304733.cif,0
4302348.cif,0
4304358.cif,0
4310514.cif,0
4336713.cif,0
4303668.cif,0
4303365.cif,0
4299816.cif,0
4302165.cif,0
4300920.cif,0.425
4336860.cif,1.409
4301604.cif,0
4299453.cif,0
4301850.cif,0
4299741.cif,0
4337124.cif,0
4302843.cif,0
4336941.cif,0
4309785.cif,0
4303815.cif,1.754
4306080.cif,0
4302417.cif,0
4301118.cif,0
4336455.cif,0
4305243.cif,0
4306383.cif,0
4300050.cif,0
4306227.cif,0
4302372.cif,0
4336548.cif,0
4182684.cif,0
4303824.cif,0
4308519.cif,0
4307628.cif,0
4182753.cif,0
4303257.cif,0
4302957.cif,0
4860858.cif,0
4300983.cif,0
4300602.cif,0
4300170.cif,0
4303677.cif,0
4315875.cif,0
4306884.cif,0
4306746.cif,0
4301328.cif,0
4314603.cif,0
4305678.cif,0
4307112.cif,0
4303737.cif,0
4303233.cif,0
4303509.cif,0
4303728.cif,0
4310238.cif,0
4305444.cif,1.877
4307004.cif,0
4308111.cif,0
4336410.cif,0
4308003.cif,0
4305549.cif,0
4307649.cif,0
4315545.cif,0
4304934.cif,0
4301712.cif,0
4336737.cif,0
4337679.cif,0
4302321.cif,0
4315419.cif,0
4304973.cif,0
4300164.cif,0
4303854.cif,0
4182633.cif,0
4182348.cif,0
4302837.cif,1.752
4300449.cif,0
4302171.cif,0
4305645.cif,0
4183677.cif,0
4301577.cif,3.135
4300857.cif,0
4304556.cif,0
4303560.cif,0
4304334.cif,0
4306032.cif,3.151
4303218.cif,0
4336911.cif,0
4336602.cif,0
4325319.cif,0
4336605.cif,1.54
4301589.cif,0
4304583.cif,0
4305654.cif,0
4861560.cif,0
4303959.cif,0
4301703.cif,0
4302813.cif,0
4303575.cif,0
4322607.cif,2.548
4300314.cif,0
4304454.cif,0
4182087.cif,1.143
4301598.cif,0
4302435.cif,0
4304823.cif,0
4302549.cif,0
4304412.cif,0
4316127.cif,0
4306545.cif,0
4301568.cif,0
4308993.cif,0
4306500.cif,0
4306614.cif,0
4337301.cif,0
4306716.cif,0
4302225.cif,0
4309287.cif,0
4303383.cif,0
4302303.cif,0
4879131.cif,0
4303098.cif,0
4310664.cif,0
4301799.cif,0
4322928.cif,0
4182936.cif,0
4300035.cif,0
4306374.cif,0.965
4303584.cif,0
4302381.cif,0
4300929.cif,0
4305420.cif,0
4304343.cif,0
4304478.cif,0
4183407.cif,0
4304682.cif,0
4307370.cif,0
4306956.cif,0.533
4302648.cif,0
4309023.cif,0.501
4303272.cif,0
4303293.cif,0
4305135.cif,0
4303323.cif,0
4303266.cif,0
4300611.cif,0
4305042.cif,0
4309716.cif,3.082
4306014.cif,0
4305018.cif,0
4303968.cif,0
4337244.cif,0
4308483.cif,0
4304151.cif,0
4302558.cif,0
4309623.cif,0
4816371.cif,0
4313388.cif,0
4336851.cif,0.384
4308678.cif,0
4336767.cif,0
4303314.cif,0
4304388.cif,0
4337220.cif,0.273
4303515.cif,0
4302942.cif,0
4301127.cif,0
4302234.cif,0
4336584.cif,0
4303878.cif,4
4305219.cif,0
4315644.cif,0
4305273.cif,0
4303569.cif,1.721
4861491.cif,0
4302240.cif,1.616
4307934.cif,0
4302978.cif,0
4302069.cif,0
4304187.cif,0
4306398.cif,0
4323480.cif,0
4336722.cif,0
4306056.cif,0
4301346.cif,0
4300680.cif,0
4861593.cif,0
4300623.cif,0
4304313.cif,0
4303224.cif,0
4302525.cif,0
4304613.cif,0
4301277.cif,0
4304880.cif,0
4304925.cif,0
4305027.cif,0
4336590.cif,0
4304397.cif,0
4306626.cif,0
4303938.cif,0
4316592.cif,0
4304697.cif,0
4305804.cif,0
4317813.cif,0
4303641.cif,0
4304940.cif,0
4304667.cif,0
4305693.cif,0
4861572.cif,0
4307454.cif,2.994
4304163.cif,0
4313535.cif,0
4336299.cif,0
4182762.cif,0
4879185.cif,0
4303659.cif,0
4302492.cif,0
4302501.cif,0
4304178.cif,0
4303686.cif,0
4303479.cif,0
4181673.cif,0
4336701.cif,0
4860117.cif,0
4303869.cif,0
4304295.cif,0
4303332.cif,0
4306212.cif,0
4305906.cif,0
4337007.cif,0
4182267.cif,0
4301952.cif,0
4306074.cif,0
4336647.cif,0
4319937.cif,0
4336599.cif,0
4306251.cif,0
4305084.cif,0
4181826.cif,0
4304382.cif,0
4304421.cif,0
4315479.cif,0
4304517.cif,0
4304904.cif,0
4816362.cif,0
4304067.cif,0
4301352.cif,0
4816329.cif,0
4302585.cif,0
4301499.cif,0
4336962.cif,0
4305078.cif,0
4305429.cif,0
4304469.cif,0
4311357.cif,0
4306635.cif,1.935
4319832.cif,0
4301808.cif,0
4304796.cif,0
4304598.cif,0
4301718.cif,0
4301439.cif,0
4303281.cif,0
4816245.cif,0
4318011.cif,3.013
4816596.cif,0
4336770.cif,0
4308399.cif,0
4860954.cif,0
4321731.cif,3.561
4305093.cif,0
4274235.cif,0
4302951.cif,0
