id,e_form
perov_10860.cif,1.7
perov_10861.cif,1.22
perov_10862.cif,4.02
perov_10863.cif,0.8
perov_10864.cif,1.58
perov_10865.cif,0.74
perov_10866.cif,4.18
perov_10867.cif,1.82
perov_10868.cif,2.14
perov_10869.cif,0.62
perov_10870.cif,1.04
perov_10871.cif,0.4
perov_10872.cif,1.42
perov_10873.cif,1.22
perov_10874.cif,1.02
perov_10875.cif,1.06
perov_10876.cif,2.02
perov_10877.cif,1.38
perov_10878.cif,2.34
perov_10879.cif,2.24
perov_10880.cif,1.4
perov_10881.cif,0.48
perov_10882.cif,3.34
perov_10883.cif,2.62
perov_10884.cif,1.64
perov_10885.cif,1.26
perov_10886.cif,0.64
perov_10887.cif,1.44
perov_10888.cif,1.02
perov_10889.cif,0.74
perov_10890.cif,0.76
perov_10891.cif,1.68
perov_10892.cif,1.02
perov_10893.cif,1.38
perov_10894.cif,1.58
perov_10895.cif,2.96
perov_10896.cif,0.58
perov_10897.cif,0.5
perov_10898.cif,0.74
perov_10899.cif,1.56
perov_10900.cif,0.74
perov_10901.cif,0.04
perov_10902.cif,2.8
perov_10903.cif,2.54
perov_10904.cif,1.0
perov_10905.cif,0.84
perov_10906.cif,2.8
perov_10907.cif,3.34
perov_10908.cif,1.74
perov_10909.cif,2.6
perov_10910.cif,2.04
perov_10911.cif,-0.06
perov_10912.cif,0.22
perov_10913.cif,1.98
perov_10914.cif,0.7
perov_10915.cif,1.3
perov_10916.cif,0.72
perov_10917.cif,0.68
perov_10918.cif,0.56
perov_10919.cif,0.9
perov_10920.cif,2.4
perov_10921.cif,0.82
perov_10922.cif,2.44
perov_10923.cif,1.6
perov_10924.cif,0.84
perov_10925.cif,1.56
perov_10926.cif,0.48
perov_10927.cif,0.28
perov_10928.cif,0.84
perov_10929.cif,3.06
perov_10930.cif,2.0
perov_10931.cif,1.14
perov_10932.cif,2.62
perov_10933.cif,1.76
perov_10934.cif,0.92
perov_10935.cif,1.4
perov_10936.cif,2.1
perov_10937.cif,2.48
perov_10938.cif,1.76
perov_10939.cif,2.48
perov_10940.cif,0.7
perov_10941.cif,1.14
perov_10942.cif,2.52
perov_10943.cif,1.84
perov_10944.cif,1.32
perov_10945.cif,0.3
perov_10946.cif,2.58
perov_10947.cif,2.24
perov_10948.cif,0.82
perov_10949.cif,1.3
perov_10950.cif,1.98
perov_10951.cif,0.42
perov_10952.cif,2.04
perov_10953.cif,2.0
perov_10954.cif,2.14
perov_10955.cif,2.52
perov_10956.cif,1.24
perov_10957.cif,1.52
perov_10958.cif,2.2
perov_10959.cif,2.0
perov_10960.cif,1.2
perov_10961.cif,1.7
perov_10962.cif,2.44
perov_10963.cif,1.7
perov_10964.cif,1.3
perov_10965.cif,1.26
perov_10966.cif,1.32
perov_10967.cif,1.8
perov_10968.cif,1.28
perov_10969.cif,1.44
perov_10970.cif,0.52
perov_10971.cif,2.1
perov_10972.cif,1.62
perov_10973.cif,0.62
perov_10974.cif,2.08
perov_10975.cif,2.96
perov_10976.cif,3.2
perov_10977.cif,1.2
perov_10978.cif,0.48
perov_10979.cif,1.58
perov_10980.cif,0.7
perov_10981.cif,2.18
perov_10982.cif,1.46
perov_10983.cif,2.3
perov_10984.cif,1.84
perov_10985.cif,1.26
perov_10986.cif,1.06
perov_10987.cif,1.42
perov_10988.cif,2.7
perov_10989.cif,1.36
perov_10990.cif,0.64
perov_10991.cif,0.44
perov_10992.cif,1.58
perov_10993.cif,1.66
perov_10994.cif,1.42
perov_10995.cif,0.28
perov_10996.cif,0.64
perov_10997.cif,0.62
perov_10998.cif,1.16
perov_10999.cif,1.46
perov_11000.cif,1.8
perov_11001.cif,1.5
perov_11002.cif,0.9
perov_11003.cif,1.7
perov_11004.cif,1.02
perov_11005.cif,1.72
perov_11006.cif,1.26
perov_11007.cif,1.78
perov_11008.cif,0.94
perov_11009.cif,1.36
perov_11010.cif,1.64
perov_11011.cif,1.06
perov_11012.cif,0.88
perov_11013.cif,0.98
perov_11014.cif,3.16
perov_11015.cif,2.54
perov_11016.cif,0.78
perov_11017.cif,1.24
perov_11018.cif,1.08
perov_11019.cif,1.04
perov_11020.cif,0.9
perov_11021.cif,1.06
perov_11022.cif,0.58
perov_11023.cif,0.6
perov_11024.cif,1.22
perov_11025.cif,1.86
perov_11026.cif,1.74
perov_11027.cif,1.08
perov_11028.cif,2.06
perov_11029.cif,1.98
perov_11030.cif,3.14
perov_11031.cif,0.56
perov_11032.cif,1.02
perov_11033.cif,1.62
perov_11034.cif,1.3
perov_11035.cif,0.94
perov_11036.cif,3.6
perov_11037.cif,1.54
perov_11038.cif,1.3
perov_11039.cif,0.82
perov_11040.cif,1.26
perov_11041.cif,1.44
perov_11042.cif,1.04
perov_11043.cif,1.22
perov_11044.cif,1.02
perov_11045.cif,1.74
perov_11046.cif,0.92
perov_11047.cif,1.26
perov_11048.cif,1.92
perov_11049.cif,0.5
perov_11050.cif,2.18
perov_11051.cif,3.16
perov_11052.cif,0.52
perov_11053.cif,1.48
perov_11054.cif,1.16
perov_11055.cif,0.44
perov_11056.cif,1.78
perov_11057.cif,1.48
perov_11058.cif,0.48
perov_11059.cif,1.38
perov_11060.cif,1.76
perov_11061.cif,1.14
perov_11062.cif,1.86
perov_11063.cif,2.2
perov_11064.cif,0.94
perov_11065.cif,0.94
perov_11066.cif,1.72
perov_11067.cif,0.36
perov_11068.cif,1.26
perov_11069.cif,1.12
perov_11070.cif,1.42
perov_11071.cif,0.62
perov_11072.cif,1.06
perov_11073.cif,2.08
perov_11074.cif,1.24
perov_11075.cif,0.7
perov_11076.cif,1.4
perov_11077.cif,2.06
perov_11078.cif,1.48
perov_11079.cif,1.96
perov_11080.cif,0.66
perov_11081.cif,1.86
perov_11082.cif,1.22
perov_11083.cif,1.1
perov_11084.cif,1.96
perov_11085.cif,0.2
perov_11086.cif,2.08
perov_11087.cif,1.4
perov_11088.cif,1.92
perov_11089.cif,0.42
perov_11090.cif,1.78
perov_11091.cif,0.88
perov_11092.cif,0.82
perov_11093.cif,0.74
perov_11094.cif,1.96
perov_11095.cif,0.1
perov_11096.cif,0.34
perov_11097.cif,3.94
perov_11098.cif,4.62
perov_11099.cif,2.26
perov_11100.cif,1.5
perov_11101.cif,1.96
perov_11102.cif,0.4
perov_11103.cif,0.56
perov_11104.cif,0.56
perov_11105.cif,0.82
perov_11106.cif,1.42
perov_11107.cif,0.48
perov_11108.cif,2.12
perov_11109.cif,1.64
perov_11110.cif,0.3
perov_11111.cif,1.58
perov_11112.cif,2.74
perov_11113.cif,1.2
perov_11114.cif,2.02
perov_11115.cif,1.14
perov_11116.cif,2.24
perov_11117.cif,3.5
perov_11118.cif,1.08
perov_11119.cif,2.46
perov_11120.cif,1.74
perov_11121.cif,1.1
perov_11122.cif,1.7
perov_11123.cif,1.48
perov_11124.cif,1.54
perov_11125.cif,1.66
perov_11126.cif,1.82
perov_11127.cif,1.02
perov_11128.cif,1.3
perov_11129.cif,1.82
perov_11130.cif,0.2
perov_11131.cif,0.46
perov_11132.cif,2.08
perov_11133.cif,2.46
perov_11134.cif,1.26
perov_11135.cif,1.36
perov_11136.cif,3.26
perov_11137.cif,0.98
perov_11138.cif,1.88
perov_11139.cif,1.22
perov_11140.cif,1.0
perov_11141.cif,3.24
perov_11142.cif,1.76
perov_11143.cif,0.2
perov_11144.cif,1.42
perov_11145.cif,2.42
perov_11146.cif,1.66
perov_11147.cif,1.44
perov_11148.cif,1.36
perov_11149.cif,1.86
perov_11150.cif,1.78
perov_11151.cif,2.3
perov_11152.cif,1.34
perov_11153.cif,1.18
perov_11154.cif,2.52
perov_11155.cif,0.88
perov_11156.cif,1.28
perov_11157.cif,0.84
perov_11158.cif,4.18
perov_11159.cif,2.46
perov_11160.cif,2.5
perov_11161.cif,1.82
perov_11162.cif,1.12
perov_11163.cif,2.8
perov_11164.cif,1.42
perov_11165.cif,0.16
perov_11166.cif,2.56
perov_11167.cif,2.12
perov_11168.cif,1.08
perov_11169.cif,2.5
perov_11170.cif,2.86
perov_11171.cif,1.3
perov_11172.cif,3.82
perov_11173.cif,0.56
perov_11174.cif,0.42
perov_11175.cif,2.36
perov_11176.cif,1.64
perov_11177.cif,1.42
perov_11178.cif,0.86
perov_11179.cif,1.04
perov_11180.cif,1.06
perov_11181.cif,1.18
perov_11182.cif,0.9
perov_11183.cif,1.42
perov_11184.cif,1.3
perov_11185.cif,2.82
perov_11186.cif,1.36
perov_11187.cif,1.44
perov_11188.cif,0.34
perov_11189.cif,1.66
perov_11190.cif,1.64
perov_11191.cif,0.72
perov_11192.cif,1.26
perov_11193.cif,1.2
perov_11194.cif,0.38
perov_11195.cif,2.64
perov_11196.cif,1.04
perov_11197.cif,1.06
perov_11198.cif,1.94
perov_11199.cif,1.16
perov_11200.cif,3.2
perov_11201.cif,1.54
perov_11202.cif,1.08
perov_11203.cif,1.56
perov_11204.cif,3.12
perov_11205.cif,1.5
perov_11206.cif,1.8
perov_11207.cif,1.42
perov_11208.cif,1.42
perov_11209.cif,1.48
perov_11210.cif,2.02
perov_11211.cif,1.68
perov_11212.cif,2.6
perov_11213.cif,3.14
perov_11214.cif,3.36
perov_11215.cif,1.68
perov_11216.cif,1.68
perov_11217.cif,3.74
perov_11218.cif,1.4
perov_11219.cif,1.58
perov_11220.cif,3.5
perov_11221.cif,0.9
perov_11222.cif,1.22
perov_11223.cif,0.96
perov_11224.cif,1.82
perov_11225.cif,2.14
perov_11226.cif,1.08
perov_11227.cif,3.36
perov_11228.cif,0.96
perov_11229.cif,1.32
perov_11230.cif,0.12
perov_11231.cif,1.38
perov_11232.cif,0.72
perov_11233.cif,0.48
perov_11234.cif,1.62
perov_11235.cif,2.1
perov_11236.cif,2.42
perov_11237.cif,1.64
perov_11238.cif,1.54
perov_11239.cif,1.62
perov_11240.cif,1.32
perov_11241.cif,1.44
perov_11242.cif,0.74
perov_11243.cif,1.68
perov_11244.cif,0.76
perov_11245.cif,3.5
perov_11246.cif,0.78
perov_11247.cif,1.52
perov_11248.cif,0.46
perov_11249.cif,1.0
perov_11250.cif,2.46
perov_11251.cif,0.8
perov_11252.cif,2.16
perov_11253.cif,1.46
perov_11254.cif,0.88
perov_11255.cif,2.54
perov_11256.cif,1.46
perov_11257.cif,1.5
perov_11258.cif,1.4
perov_11259.cif,1.0
perov_11260.cif,0.4
perov_11261.cif,3.24
perov_11262.cif,1.8
perov_11263.cif,2.0
perov_11264.cif,4.08
perov_11265.cif,1.1
perov_11266.cif,1.62
perov_11267.cif,0.78
perov_11268.cif,-0.04
perov_11269.cif,0.9
perov_11270.cif,0.86
perov_11271.cif,1.24
perov_11272.cif,2.04
perov_11273.cif,2.3
perov_11274.cif,1.64
perov_11275.cif,0.8
perov_11276.cif,1.76
perov_11277.cif,1.2
perov_11278.cif,1.92
perov_11279.cif,1.06
perov_11280.cif,0.5
perov_11281.cif,1.86
perov_11282.cif,1.3
perov_11283.cif,0.6
perov_11284.cif,0.98
perov_11285.cif,1.36
perov_11286.cif,1.38
perov_11287.cif,1.8
perov_11288.cif,1.86
perov_11289.cif,1.94
perov_11290.cif,0.78
perov_11291.cif,0.42
perov_11292.cif,0.8
perov_11293.cif,1.24
perov_11294.cif,0.62
perov_11295.cif,1.08
perov_11296.cif,1.26
perov_11297.cif,1.28
perov_11298.cif,1.66
perov_11299.cif,1.76
perov_11300.cif,1.2
perov_11301.cif,1.88
perov_11302.cif,1.36
perov_11303.cif,1.2
perov_11304.cif,0.32
perov_11305.cif,0.48
perov_11306.cif,1.04
perov_11307.cif,1.26
perov_11308.cif,2.04
perov_11309.cif,0.96
perov_11310.cif,0.62
perov_11311.cif,1.88
perov_11312.cif,0.72
perov_11313.cif,1.14
perov_11314.cif,1.68
perov_11315.cif,3.48
perov_11316.cif,1.2
perov_11317.cif,0.84
perov_11318.cif,1.72
perov_11319.cif,2.36
perov_11320.cif,1.04
perov_11321.cif,2.96
perov_11322.cif,1.12
perov_11323.cif,1.5
perov_11324.cif,1.9
perov_11325.cif,1.98
perov_11326.cif,1.08
perov_11327.cif,0.82
perov_11328.cif,-0.08
perov_11329.cif,0.94
perov_11330.cif,1.12
perov_11331.cif,2.46
perov_11332.cif,1.46
perov_11333.cif,0.84
perov_11334.cif,1.74
perov_11335.cif,0.92
perov_11336.cif,0.98
perov_11337.cif,0.8
perov_11338.cif,1.02
perov_11339.cif,1.36
perov_11340.cif,1.7
perov_11341.cif,1.8
perov_11342.cif,2.16
perov_11343.cif,0.92
perov_11344.cif,1.26
perov_11345.cif,1.16
perov_11346.cif,0.82
perov_11347.cif,0.82
perov_11348.cif,0.72
perov_11349.cif,2.2
perov_11350.cif,2.08
perov_11351.cif,1.14
perov_11352.cif,2.14
perov_11353.cif,2.26
perov_11354.cif,1.1
perov_11355.cif,2.74
perov_11356.cif,1.18
perov_11357.cif,1.34
perov_11358.cif,1.54
perov_11359.cif,0.96
perov_11360.cif,2.82
perov_11361.cif,1.04
perov_11362.cif,1.92
perov_11363.cif,2.28
perov_11364.cif,0.46
perov_11365.cif,0.22
perov_11366.cif,2.22
perov_11367.cif,1.28
perov_11368.cif,0.76
perov_11369.cif,0.56
perov_11370.cif,1.2
perov_11371.cif,1.28
perov_11372.cif,0.98
perov_11373.cif,1.4
perov_11374.cif,1.5
perov_11375.cif,3.2
perov_11376.cif,1.62
perov_11377.cif,1.4
perov_11378.cif,1.84
perov_11379.cif,1.4
perov_11380.cif,1.56
perov_11381.cif,0.82
perov_11382.cif,1.28
perov_11383.cif,1.0
perov_11384.cif,1.38
perov_11385.cif,1.54
perov_11386.cif,2.08
perov_11387.cif,0.66
perov_11388.cif,1.38
perov_11389.cif,0.98
perov_11390.cif,1.46
perov_11391.cif,2.42
perov_11392.cif,0.64
perov_11393.cif,0.72
perov_11394.cif,1.02
perov_11395.cif,0.92
perov_11396.cif,1.2
perov_11397.cif,0.54
perov_11398.cif,0.98
perov_11399.cif,1.72
perov_11400.cif,2.14
perov_11401.cif,2.06
perov_11402.cif,1.02
perov_11403.cif,0.34
perov_11404.cif,1.34
perov_11405.cif,1.34
perov_11406.cif,0.7
perov_11407.cif,1.9
perov_11408.cif,1.52
perov_11409.cif,1.6
perov_11410.cif,0.66
perov_11411.cif,2.12
perov_11412.cif,1.58
perov_11413.cif,0.72
perov_11414.cif,1.18
perov_11415.cif,0.56
perov_11416.cif,1.4
perov_11417.cif,1.66
perov_11418.cif,1.86
perov_11419.cif,2.02
perov_11420.cif,1.32
perov_11421.cif,2.94
perov_11422.cif,1.18
perov_11423.cif,1.86
perov_11424.cif,1.82
perov_11425.cif,1.72
perov_11426.cif,1.84
perov_11427.cif,2.4
perov_11428.cif,4.18
perov_11429.cif,2.86
perov_11430.cif,2.16
perov_11431.cif,1.86
perov_11432.cif,0.88
perov_11433.cif,0.46
perov_11434.cif,1.34
perov_11435.cif,0.98
perov_11436.cif,1.52
perov_11437.cif,0.6
perov_11438.cif,0.56
perov_11439.cif,0.96
perov_11440.cif,1.52
perov_11441.cif,0.72
perov_11442.cif,2.22
perov_11443.cif,0.48
perov_11444.cif,1.38
perov_11445.cif,1.4
perov_11446.cif,0.82
perov_11447.cif,1.5
perov_11448.cif,2.0
perov_11449.cif,1.36
perov_11450.cif,1.74
perov_11451.cif,1.24
perov_11452.cif,2.02
perov_11453.cif,2.36
perov_11454.cif,1.54
perov_11455.cif,0.44
perov_11456.cif,1.04
perov_11457.cif,1.82
perov_11458.cif,0.8
perov_11459.cif,3.04
perov_11460.cif,1.16
perov_11461.cif,1.14
perov_11462.cif,1.44
perov_11463.cif,0.88
perov_11464.cif,0.94
perov_11465.cif,1.16
perov_11466.cif,2.54
perov_11467.cif,2.5
perov_11468.cif,1.88
perov_11469.cif,1.58
perov_11470.cif,2.58
perov_11471.cif,3.5
perov_11472.cif,2.96
perov_11473.cif,1.76
perov_11474.cif,2.68
perov_11475.cif,1.72
perov_11476.cif,2.12
perov_11477.cif,0.82
perov_11478.cif,1.12
perov_11479.cif,0.74
perov_11480.cif,3.76
perov_11481.cif,0.52
perov_11482.cif,0.86
perov_11483.cif,2.14
perov_11484.cif,1.52
perov_11485.cif,1.18
perov_11486.cif,2.26
perov_11487.cif,1.04
perov_11488.cif,1.3
perov_11489.cif,1.08
perov_11490.cif,1.62
perov_11491.cif,0.54
perov_11492.cif,2.12
perov_11493.cif,2.74
perov_11494.cif,1.58
perov_11495.cif,2.8
perov_11496.cif,0.46
perov_11497.cif,2.22
perov_11498.cif,0.8
perov_11499.cif,0.98
perov_11500.cif,0.74
perov_11501.cif,2.04
perov_11502.cif,1.12
perov_11503.cif,0.94
perov_11504.cif,1.74
perov_11505.cif,1.12
perov_11506.cif,1.44
perov_11507.cif,2.48
perov_11508.cif,1.64
perov_11509.cif,1.66
perov_11510.cif,1.34
perov_11511.cif,1.0
perov_11512.cif,1.1
perov_11513.cif,0.28
perov_11514.cif,0.98
perov_11515.cif,0.66
perov_11516.cif,1.34
perov_11517.cif,2.02
perov_11518.cif,1.34
perov_11519.cif,1.62
perov_11520.cif,0.58
perov_11521.cif,1.12
perov_11522.cif,1.78
perov_11523.cif,1.72
perov_11524.cif,0.4
perov_11525.cif,1.66
perov_11526.cif,1.16
perov_11527.cif,2.8
perov_11528.cif,1.28
perov_11529.cif,2.7
perov_11530.cif,2.4
perov_11531.cif,2.18
perov_11532.cif,2.5
perov_11533.cif,1.48
perov_11534.cif,1.76
perov_11535.cif,1.66
perov_11536.cif,2.4
perov_11537.cif,0.52
perov_11538.cif,0.46
perov_11539.cif,2.96
perov_11540.cif,2.1
perov_11541.cif,0.64
perov_11542.cif,0.82
perov_11543.cif,0.86
perov_11544.cif,0.36
perov_11545.cif,2.38
perov_11546.cif,2.76
perov_11547.cif,1.66
perov_11548.cif,1.16
perov_11549.cif,1.8
perov_11550.cif,0.66
perov_11551.cif,0.32
perov_11552.cif,0.82
perov_11553.cif,0.24
perov_11554.cif,1.56
perov_11555.cif,0.7
perov_11556.cif,1.68
perov_11557.cif,2.36
perov_11558.cif,0.74
perov_11559.cif,2.42
perov_11560.cif,1.64
perov_11561.cif,1.26
perov_11562.cif,1.68
perov_11563.cif,1.96
perov_11564.cif,0.8
perov_11565.cif,1.04
perov_11566.cif,1.4
perov_11567.cif,1.18
perov_11568.cif,1.28
perov_11569.cif,1.2
perov_11570.cif,1.26
perov_11571.cif,1.44
perov_11572.cif,1.52
perov_11573.cif,0.44
perov_11574.cif,2.08
perov_11575.cif,2.66
perov_11576.cif,0.52
perov_11577.cif,1.8
perov_11578.cif,0.3
perov_11579.cif,0.54
perov_11580.cif,4.12
perov_11581.cif,0.54
perov_11582.cif,1.16
perov_11583.cif,0.9
perov_11584.cif,1.58
perov_11585.cif,0.6
perov_11586.cif,1.18
perov_11587.cif,0.74
perov_11588.cif,1.46
perov_11589.cif,1.06
perov_11590.cif,0.3
perov_11591.cif,1.34
perov_11592.cif,1.14
perov_11593.cif,1.42
perov_11594.cif,0.68
perov_11595.cif,0.84
perov_11596.cif,1.4
perov_11597.cif,1.62
perov_11598.cif,1.76
perov_11599.cif,3.04
perov_11600.cif,1.34
perov_11601.cif,0.52
perov_11602.cif,0.56
perov_11603.cif,1.14
perov_11604.cif,0.88
perov_11605.cif,1.9
perov_11606.cif,1.92
perov_11607.cif,1.7
perov_11608.cif,0.86
perov_11609.cif,0.72
perov_11610.cif,0.4
perov_11611.cif,1.92
perov_11612.cif,1.36
perov_11613.cif,1.02
perov_11614.cif,1.2
perov_11615.cif,1.72
perov_11616.cif,1.06
perov_11617.cif,4.26
perov_11618.cif,1.32
perov_11619.cif,2.66
perov_11620.cif,1.24
perov_11621.cif,1.02
perov_11622.cif,2.96
perov_11623.cif,1.42
perov_11624.cif,1.44
perov_11625.cif,2.36
perov_11626.cif,1.7
perov_11627.cif,1.26
perov_11628.cif,1.5
perov_11629.cif,0.76
perov_11630.cif,2.22
perov_11631.cif,0.84
perov_11632.cif,1.36
perov_11633.cif,1.82
perov_11634.cif,0.96
perov_11635.cif,1.44
perov_11636.cif,1.68
perov_11637.cif,1.82
perov_11638.cif,1.1
perov_11639.cif,1.0
perov_11640.cif,1.54
perov_11641.cif,0.98
perov_11642.cif,0.72
perov_11643.cif,1.74
perov_11644.cif,0.8
perov_11645.cif,1.34
perov_11646.cif,1.42
perov_11647.cif,1.86
perov_11648.cif,1.62
perov_11649.cif,1.2
perov_11650.cif,1.44
perov_11651.cif,0.86
perov_11652.cif,2.9
perov_11653.cif,2.66
perov_11654.cif,2.16
perov_11655.cif,1.36
perov_11656.cif,1.7
perov_11657.cif,2.54
perov_11658.cif,0.82
perov_11659.cif,2.4
perov_11660.cif,1.04
perov_11661.cif,1.66
perov_11662.cif,1.9
perov_11663.cif,1.18
perov_11664.cif,0.8
perov_11665.cif,1.5
perov_11666.cif,1.92
perov_11667.cif,1.78
perov_11668.cif,3.92
perov_11669.cif,1.2
perov_11670.cif,1.16
perov_11671.cif,0.62
perov_11672.cif,1.36
perov_11673.cif,1.72
perov_11674.cif,1.46
perov_11675.cif,0.38
perov_11676.cif,2.34
perov_11677.cif,1.68
perov_11678.cif,1.58
perov_11679.cif,1.04
perov_11680.cif,1.86
perov_11681.cif,1.26
perov_11682.cif,1.28
perov_11683.cif,0.78
perov_11684.cif,2.06
perov_11685.cif,0.84
perov_11686.cif,1.4
perov_11687.cif,0.9
perov_11688.cif,2.78
perov_11689.cif,1.72
perov_11690.cif,0.84
perov_11691.cif,1.38
perov_11692.cif,1.66
perov_11693.cif,2.04
perov_11694.cif,1.54
perov_11695.cif,1.24
perov_11696.cif,2.64
perov_11697.cif,2.12
perov_11698.cif,1.56
perov_11699.cif,1.3
perov_11700.cif,0.86
perov_11701.cif,1.8
perov_11702.cif,1.28
perov_11703.cif,1.52
perov_11704.cif,0.64
perov_11705.cif,1.7
perov_11706.cif,0.26
perov_11707.cif,0.06
perov_11708.cif,1.06
perov_11709.cif,0.52
perov_11710.cif,0.78
perov_11711.cif,2.46
perov_11712.cif,1.46
perov_11713.cif,2.42
perov_11714.cif,0.68
perov_11715.cif,1.56
perov_11716.cif,0.78
perov_11717.cif,4.46
perov_11718.cif,1.26
perov_11719.cif,1.86
perov_11720.cif,2.1
perov_11721.cif,0.98
perov_11722.cif,0.42
perov_11723.cif,0.82
perov_11724.cif,0.76
perov_11725.cif,0.8
perov_11726.cif,0.82
perov_11727.cif,1.46
perov_11728.cif,1.92
perov_11729.cif,2.1
perov_11730.cif,1.42
perov_11731.cif,1.94
perov_11732.cif,1.62
perov_11733.cif,1.76
perov_11734.cif,4.28
perov_11735.cif,1.1
perov_11736.cif,2.06
perov_11737.cif,1.14
perov_11738.cif,1.5
perov_11739.cif,1.4
perov_11740.cif,1.48
perov_11741.cif,3.12
perov_11742.cif,2.42
perov_11743.cif,0.98
perov_11744.cif,1.38
perov_11745.cif,0.52
perov_11746.cif,1.68
perov_11747.cif,2.14
perov_11748.cif,3.08
perov_11749.cif,1.66
perov_11750.cif,1.52
perov_11751.cif,0.9
perov_11752.cif,0.5
perov_11753.cif,1.04
perov_11754.cif,2.18
perov_11755.cif,0.6
perov_11756.cif,1.2
perov_11757.cif,1.06
perov_11758.cif,1.46
perov_11759.cif,1.6
perov_11760.cif,1.14
perov_11761.cif,0.68
perov_11762.cif,1.1
perov_11763.cif,1.52
perov_11764.cif,2.26
perov_11765.cif,2.6
perov_11766.cif,1.7
perov_11767.cif,1.58
perov_11768.cif,3.5
perov_11769.cif,1.74
perov_11770.cif,0.74
perov_11771.cif,1.82
perov_11772.cif,0.98
perov_11773.cif,3.2
perov_11774.cif,1.02
perov_11775.cif,0.9
perov_11776.cif,1.1
perov_11777.cif,1.48
perov_11778.cif,2.14
perov_11779.cif,0.82
perov_11780.cif,1.22
perov_11781.cif,1.14
perov_11782.cif,1.64
perov_11783.cif,1.12
perov_11784.cif,1.5
perov_11785.cif,0.78
perov_11786.cif,1.1
perov_11787.cif,1.92
perov_11788.cif,0.9
perov_11789.cif,2.76
perov_11790.cif,0.54
perov_11791.cif,1.24
perov_11792.cif,3.62
perov_11793.cif,1.12
perov_11794.cif,1.1
perov_11795.cif,1.64
perov_11796.cif,2.32
perov_11797.cif,0.76
perov_11798.cif,1.68
perov_11799.cif,1.12
perov_11800.cif,0.82
perov_11801.cif,1.3
perov_11802.cif,2.26
perov_11803.cif,2.24
perov_11804.cif,1.12
perov_11805.cif,0.6
perov_11806.cif,1.68
perov_11807.cif,0.84
perov_11808.cif,1.38
perov_11809.cif,0.6
perov_11810.cif,2.08
perov_11811.cif,0.72
perov_11812.cif,3.68
perov_11813.cif,1.54
perov_11814.cif,0.8
perov_11815.cif,1.16
perov_11816.cif,2.24
perov_11817.cif,1.8
perov_11818.cif,2.4
perov_11819.cif,3.72
perov_11820.cif,0.96
perov_11821.cif,1.1
perov_11822.cif,0.88
perov_11823.cif,1.2
perov_11824.cif,1.12
perov_11825.cif,1.26
perov_11826.cif,0.48
perov_11827.cif,2.36
perov_11828.cif,1.78
perov_11829.cif,1.04
perov_11830.cif,2.5
perov_11831.cif,1.22
perov_11832.cif,0.96
perov_11833.cif,1.52
perov_11834.cif,2.0
perov_11835.cif,1.18
perov_11836.cif,3.54
perov_11837.cif,0.24
perov_11838.cif,2.26
perov_11839.cif,1.2
perov_11840.cif,1.1
perov_11841.cif,1.08
perov_11842.cif,0.8
perov_11843.cif,2.12
perov_11844.cif,1.18
perov_11845.cif,1.26
perov_11846.cif,0.94
perov_11847.cif,1.5
perov_11848.cif,0.76
perov_11849.cif,1.84
perov_11850.cif,2.22
perov_11851.cif,2.9
perov_11852.cif,0.88
perov_11853.cif,0.94
perov_11854.cif,0.74
perov_11855.cif,0.92
perov_11856.cif,2.88
perov_11857.cif,1.36
perov_11858.cif,1.08
perov_11859.cif,2.0
perov_11860.cif,0.84
perov_11861.cif,2.08
perov_11862.cif,0.72
perov_11863.cif,1.98
perov_11864.cif,2.02
perov_11865.cif,1.16
perov_11866.cif,0.7
perov_11867.cif,0.56
perov_11868.cif,1.56
perov_11869.cif,2.02
perov_11870.cif,1.7
perov_11871.cif,-0.04
perov_11872.cif,3.2
perov_11873.cif,1.56
perov_11874.cif,1.5
perov_11875.cif,1.52
perov_11876.cif,1.48
perov_11877.cif,3.02
perov_11878.cif,1.44
perov_11879.cif,0.84
perov_11880.cif,1.96
perov_11881.cif,2.02
perov_11882.cif,1.0
perov_11883.cif,0.82
perov_11884.cif,1.14
perov_11885.cif,0.94
perov_11886.cif,0.4
perov_11887.cif,0.88
perov_11888.cif,1.22
perov_11889.cif,1.94
perov_11890.cif,1.32
perov_11891.cif,1.1
perov_11892.cif,1.84
perov_11893.cif,1.68
perov_11894.cif,0.8
perov_11895.cif,1.1
perov_11896.cif,2.22
perov_11897.cif,0.74
perov_11898.cif,1.92
perov_11899.cif,1.18
perov_11900.cif,1.56
perov_11901.cif,2.32
perov_11902.cif,2.36
perov_11903.cif,1.06
perov_11904.cif,2.68
perov_11905.cif,1.08
perov_11906.cif,1.02
perov_11907.cif,1.1
perov_11908.cif,2.26
perov_11909.cif,1.14
perov_11910.cif,0.6
perov_11911.cif,1.74
perov_11912.cif,1.52
perov_11913.cif,1.62
perov_11914.cif,1.14
perov_11915.cif,2.5
perov_11916.cif,2.64
perov_11917.cif,2.4
perov_11918.cif,0.94
perov_11919.cif,1.36
perov_11920.cif,1.02
perov_11921.cif,1.22
perov_11922.cif,0.06
perov_11923.cif,1.56
perov_11924.cif,2.96
perov_11925.cif,0.74
perov_11926.cif,1.28
perov_11927.cif,0.98
perov_11928.cif,2.3
perov_11929.cif,2.04
perov_11930.cif,1.72
perov_11931.cif,2.36
perov_11932.cif,0.96
perov_11933.cif,2.42
perov_11934.cif,0.74
perov_11935.cif,1.0
