id,formation_energy
4802949.cif,-0.8065
4802955.cif,1.103
4802958.cif,1.1006
4802961.cif,1.1092
4802967.cif,-1.0105
4803213.cif,1.2675
4803228.cif,-0.2909
4803240.cif,-0.3244
4803246.cif,-0.212
4803249.cif,-0.3621
4803252.cif,-0.2738
4803255.cif,-0.1717
4803348.cif,1.6812
4803450.cif,-0.5871
4803504.cif,-0.1716
4814082.cif,-1.9135
4813794.cif,-0.51
4814328.cif,1.4381
4814124.cif,1.8164
4813992.cif,1.9903
4813926.cif,-0.1483
4814214.cif,1.7981
4814325.cif,2.0007
4814256.cif,1.768
4276071.cif,-2.2913
4850082.cif,-0.4921
4850061.cif,0.0715
4831680.cif,-1.9913
4832088.cif,-2.675
4833084.cif,-1.6679
4832226.cif,-3.5601
4832199.cif,-3.3075
4835310.cif,-3.5461
4832943.cif,-2.6497
4832964.cif,-0.681
4833204.cif,-2.2226
4832067.cif,-3.2825
4833513.cif,-3.2055
4832913.cif,-0.947
4894560.cif,-2.5913
4832973.cif,-3.6759
4834872.cif,-2.0689
4836159.cif,-2.7578
4831683.cif,-3.5282
4831689.cif,-2.7861
4832124.cif,-3.1188
4832202.cif,-2.2528
4833387.cif,-2.9863
4894368.cif,-2.3379
4835895.cif,-0.7248
4833141.cif,-1.4453
4831704.cif,-2.7673
4831722.cif,-2.7767
4862013.cif,-2.2925
4832130.cif,-3.3048
4831737.cif,-2.1031
4831716.cif,-1.7222
4831746.cif,-2.6211
4833657.cif,-2.3245
4834281.cif,-2.9458
4894371.cif,-2.2587
4894923.cif,-2.3219
4833174.cif,-2.4219
4831725.cif,-1.8977
4831692.cif,-1.235
4894332.cif,-2.8995
4832286.cif,-3.4495
4831695.cif,-2.7188
4832232.cif,-1.8591
4831713.cif,-2.8226
4836174.cif,-3.545
4833183.cif,-2.3345
4833120.cif,-2.2615
4833063.cif,-1.6801
4834110.cif,-2.4653
4833300.cif,-1.7926
4834827.cif,-3.5421
4832121.cif,-1.7242
4833054.cif,-3.0371
4833207.cif,-2.9588
4832082.cif,-2.4294
4894914.cif,-3.283
4831707.cif,-1.9539
4833492.cif,-2.6074
4832235.cif,-2.5166
4833789.cif,-1.7513
4832220.cif,-2.8703
4832076.cif,-2.2612
4832268.cif,-2.6759
4832619.cif,-0.788
4832316.cif,-1.629
4831770.cif,-1.0167
4833147.cif,-2.9731
4832256.cif,-2.4897
4833099.cif,-1.7586
4833483.cif,-1.9957
4862037.cif,-2.0155
4833642.cif,-2.5008
4833093.cif,-2.245
4832097.cif,-0.7697
4833096.cif,-2.7935
4832301.cif,-1.0213
4831710.cif,-1.4695
4835868.cif,-3.1186
4834374.cif,-3.6485
4832331.cif,-1.2789
4834635.cif,-2.1585
4833501.cif,-1.9305
4832109.cif,-2.0454
4834494.cif,-1.6598
4832157.cif,-2.0456
4832307.cif,-2.9379
4833180.cif,-0.7269
4832223.cif,-2.6911
4833027.cif,-1.6007
4833078.cif,-3.5521
4832145.cif,-1.6733
4832148.cif,-2.4089
4894761.cif,-3.4766
4833003.cif,-2.2298
4833846.cif,-2.2962
4832217.cif,-3.4759
4894296.cif,-1.139
4832406.cif,-1.7793
4832280.cif,-2.9435
4862016.cif,-2.414
4860135.cif,-0.9444
4833420.cif,-3.0387
4833105.cif,-2.9633
4833219.cif,-2.2494
4835736.cif,-2.4847
4832106.cif,-1.4422
4862136.cif,-1.1966
4834371.cif,-2.0894
4832259.cif,-2.4071
4832337.cif,-1.8318
4831743.cif,-2.9884
4832262.cif,-1.5671
4832205.cif,-2.3566
4832085.cif,-1.5423
4832349.cif,-1.3206
4832160.cif,-1.8412
4832298.cif,-1.1222
4832253.cif,-1.3187
4834449.cif,-2.8056
4862748.cif,-2.3363
4832163.cif,-3.0615
4832763.cif,-0.9849
4833132.cif,-2.7219
4835859.cif,-2.2402
4832904.cif,-2.0562
4832988.cif,-1.0351
4862346.cif,-2.3918
4831764.cif,-2.2858
4833936.cif,-3.3941
4833507.cif,-2.4737
4831740.cif,-1.4527
4836027.cif,-2.5954
4833246.cif,-2.1392
4833108.cif,-0.6284
4833900.cif,-0.6323
4831767.cif,-1.8273
4831758.cif,-3.2878
4833711.cif,-2.6692
4833813.cif,-1.6738
4833417.cif,-3.0052
4833060.cif,-1.9827
4832214.cif,-1.5151
4836039.cif,-2.661
4835172.cif,-1.9124
4835091.cif,-1.9812
4832247.cif,-2.5934
4833756.cif,-2.3958
4833267.cif,-2.8946
4833471.cif,-1.8365
4833249.cif,-1.343
4832388.cif,-2.5213
4833036.cif,-3.2539
4832355.cif,-2.1288
4832271.cif,-2.9151
4832583.cif,-2.2042
4832187.cif,-2.0941
4834995.cif,-1.7476
4832562.cif,-1.5239
4831698.cif,-1.1825
4833402.cif,-2.588
4833090.cif,-2.2074
4833786.cif,-2.3528
4836018.cif,-2.2262
4831749.cif,-1.4411
4832745.cif,-0.9296
4833759.cif,-2.7713
4832265.cif,-2.0941
4833156.cif,-1.4987
4832283.cif,-3.154
4831779.cif,-2.5732
4833999.cif,-1.862
4832142.cif,-2.2472
4834764.cif,-1.2512
4832400.cif,-1.9511
4832580.cif,-3.3191
4833222.cif,-1.2563
4833426.cif,-0.9485
4832295.cif,-2.6969
4832460.cif,-2.8093
4831797.cif,-3.2999
4832358.cif,-3.2812
4832361.cif,-3.2653
4834800.cif,-1.7884
4833957.cif,-2.7414
4833153.cif,-2.0506
4833405.cif,-2.565
4833276.cif,-2.9308
4832112.cif,-0.7572
4831791.cif,-2.997
4835793.cif,-0.992
4832151.cif,-1.9717
4833393.cif,-2.0512
4833291.cif,-3.158
4832328.cif,-2.2484
4832535.cif,-1.9711
4833372.cif,-1.2733
4832370.cif,-2.3778
4835835.cif,-2.0767
4863312.cif,-2.3116
4831794.cif,-2.7818
4831776.cif,-2.1443
4832997.cif,-2.7385
4833159.cif,-1.0204
4831677.cif,-2.2108
4832064.cif,-1.5684
4833462.cif,-1.6592
4832115.cif,-2.4158
4835886.cif,-2.9242
4833057.cif,-1.2752
4834140.cif,-2.977
4831806.cif,-2.4416
4832325.cif,-1.1166
4833519.cif,-2.8241
4832292.cif,-1.2523
4835004.cif,-2.5085
4832424.cif,-2.8204
4832385.cif,-3.4805
4832541.cif,-2.6463
4832277.cif,-1.7425
4834614.cif,-2.0269
4832448.cif,-3.0136
4835889.cif,-3.2518
4832313.cif,-3.4343
4833762.cif,-2.8315
4833240.cif,-1.698
4832376.cif,-3.2875
4831845.cif,-2.8161
4831842.cif,-2.1615
4833411.cif,-1.2225
4832352.cif,-1.3654
4833651.cif,-2.057
4834815.cif,-2.1816
4835850.cif,-1.9518
4832418.cif,-2.1583
4833606.cif,-2.1958
4895052.cif,-2.2723
4832523.cif,-2.7818
4833516.cif,-2.7071
4833468.cif,-1.6724
4833876.cif,-2.7798
4834029.cif,-3.4676
4831863.cif,-3.3395
4831866.cif,-2.6055
4835664.cif,-1.4318
4832346.cif,-0.9698
4832544.cif,-2.3749
4832421.cif,-2.1095
4833561.cif,-2.5822
4833747.cif,-1.8705
4831896.cif,-1.1377
4833537.cif,-2.121
4833654.cif,-2.0667
4832475.cif,-3.1113
4833390.cif,-1.0047
4833384.cif,-2.7334
4832322.cif,-2.8685
4833858.cif,-1.4023
4834020.cif,-1.6785
4832373.cif,-3.4032
4832427.cif,-3.7638
4832835.cif,-3.0025
4832490.cif,-2.9199
4862019.cif,-1.0151
4834023.cif,-3.0388
4831920.cif,-2.4829
4834329.cif,-1.9096
4833195.cif,-1.7302
4834383.cif,-2.7958
4832736.cif,-2.0267
4835829.cif,-2.3487
4832781.cif,-2.81
4832673.cif,-2.705
4835772.cif,-2.4194
4834638.cif,-2.1608
4894302.cif,-2.858
4833771.cif,-2.5683
4831875.cif,-2.5729
4833264.cif,-1.2719
4834386.cif,-3.5537
4832487.cif,-1.9286
4835892.cif,-3.2097
4835484.cif,-3.2851
4832718.cif,-2.4919
4832430.cif,-3.0525
4833459.cif,-1.0289
4832466.cif,-1.8952
4832571.cif,-1.4816
4832838.cif,-1.7089
4832751.cif,-1.985
4832520.cif,-3.2547
4831893.cif,-1.7502
4832577.cif,-2.1877
4833735.cif,-1.896
4834350.cif,-2.2636
4832484.cif,-2.9047
4835553.cif,-3.4558
4833243.cif,-2.2496
4832631.cif,-3.1623
4834266.cif,-2.0397
4831884.cif,-3.3512
4834080.cif,-2.7109
4832391.cif,-2.9683
4832742.cif,-2.949
4831869.cif,-2.2347
4832514.cif,-3.4349
4834443.cif,-3.0083
4831878.cif,-2.2673
4833477.cif,-2.1728
4833378.cif,-2.1528
4832439.cif,-2.197
4832496.cif,-0.7867
4833636.cif,-1.7406
4833765.cif,-1.883
4832853.cif,-2.0319
4833213.cif,-2.7183
4832682.cif,-2.2643
4832694.cif,-2.023
4833693.cif,-2.9494
4833753.cif,-1.1459
4832655.cif,-0.731
4894968.cif,-2.7478
4832412.cif,-3.4331
4832463.cif,-2.3621
4833312.cif,-2.1422
4833111.cif,-0.686
4835814.cif,-1.5309
4833327.cif,-3.0306
4834224.cif,-2.77
4831872.cif,-1.2533
4835844.cif,-2.1678
4894377.cif,-2.353
4834749.cif,-1.7377
4831887.cif,-1.9186
4833345.cif,-1.8436
4832451.cif,-1.4767
4862709.cif,-1.7686
4832556.cif,-2.7669
4833273.cif,-0.9763
4894512.cif,-2.6662
4831890.cif,-2.9912
4832703.cif,-3.027
4832559.cif,-2.4449
4832622.cif,-3.3833
4832457.cif,-3.4796
4833714.cif,-1.3452
4833777.cif,-1.0603
4831899.cif,-2.5912
4832442.cif,-2.4549
4832712.cif,-3.599
4834035.cif,-2.6005
4835523.cif,-2.2809
4832829.cif,-2.2079
4836090.cif,-3.1009
4832454.cif,-2.237
4832436.cif,-2.1865
4836183.cif,-2.9932
4834791.cif,-3.0543
4835031.cif,-1.0549
4834392.cif,-2.6073
4832010.cif,-2.6746
4833669.cif,-1.5001
4834221.cif,-2.1097
4831905.cif,-1.72
4833633.cif,-1.3938
4832532.cif,-1.2352
4834125.cif,-2.7526
4833741.cif,-2.5312
4833288.cif,-1.4068
4832574.cif,-3.6178
4834002.cif,-2.9487
4834257.cif,-2.8193
4833261.cif,-0.7712
4832637.cif,-1.3712
4834323.cif,-2.7027
4835787.cif,-2.6228
4894653.cif,-2.868
4834821.cif,-2.1863
4834410.cif,-3.6694
4833255.cif,-2.5109
4833582.cif,-0.77
4834128.cif,-2.2281
4834755.cif,-2.8327
4832697.cif,-2.0782
4832550.cif,-2.2464
4836168.cif,-2.761
4832748.cif,-2.443
4894662.cif,-2.9163
4832589.cif,-2.4053
4834641.cif,-1.874
4835133.cif,-2.8199
4834767.cif,-1.5844
4834626.cif,-3.3225
4834608.cif,-2.4703
4833474.cif,-2.3707
4832709.cif,-3.1423
4832652.cif,-1.8929
4834521.cif,-3.0787
4894932.cif,-2.4876
4832772.cif,-2.2709
4835322.cif,-1.1064
4831917.cif,-3.5367
4894308.cif,-2.1253
4835514.cif,-2.0963
4831908.cif,-1.5823
4831938.cif,-1.8709
4833822.cif,-3.019
4832529.cif,-1.0219
4834332.cif,-3.6618
4832517.cif,-2.7675
4833774.cif,-0.7529
4895271.cif,-3.4064
4834677.cif,-2.6132
4833594.cif,-2.1438
4833804.cif,-2.612
4834236.cif,-2.2415
4833951.cif,-1.918
4832859.cif,-2.4758
4834389.cif,-2.008
4834734.cif,-2.6528
4833555.cif,-2.2592
4833081.cif,-0.9985
4833522.cif,-2.4485
4835166.cif,-2.2819
4832502.cif,-1.4561
4832907.cif,-2.5892
4835622.cif,-1.6975
4832613.cif,-1.9309
4834242.cif,-2.1
4831974.cif,-2.0957
4832817.cif,-3.2726
4832610.cif,-2.3261
4862022.cif,-2.3015
4833573.cif,-1.5326
4834260.cif,-3.1482
4832739.cif,-3.4484
4833621.cif,-1.917
4831956.cif,-1.7614
4833525.cif,-2.4607
4833540.cif,-0.8529
4832538.cif,-3.4838
4833816.cif,-2.5648
4833663.cif,-2.2276
4832592.cif,-2.3153
4833726.cif,-2.1282
4894938.cif,-3.3158
4894314.cif,-2.1997
4834143.cif,-2.2532
4832937.cif,-2.9121
4831980.cif,-2.0628
4832664.cif,-2.1444
4832595.cif,-0.6682
4832508.cif,-1.4199
4833339.cif,-2.6857
4832841.cif,-2.1263
4835043.cif,-3.1706
4835628.cif,-2.0991
4832679.cif,-1.4661
4835955.cif,-2.1754
4833825.cif,-1.9567
4835046.cif,-2.0621
4834155.cif,-1.3748
4832499.cif,-0.1093
4834365.cif,-1.5242
4833369.cif,-0.6758
4834746.cif,-2.0844
4832883.cif,-0.8018
4832565.cif,-1.2416
4832808.cif,-2.0868
4832640.cif,-2.1389
4833528.cif,-0.6565
4831923.cif,-2.2434
4832958.cif,-2.1207
4834413.cif,-2.7045
4833129.cif,-2.1188
4833588.cif,-2.0272
4833732.cif,-0.5719
4832928.cif,-2.2297
4833597.cif,-0.4566
4831914.cif,-1.292
4834008.cif,-2.8649
4832790.cif,-2.1884
4834209.cif,-1.5064
4834149.cif,-2.0444
4833558.cif,-1.1759
4833867.cif,-2.7578
4832007.cif,-2.5519
4835190.cif,-1.9938
4832691.cif,-3.1073
4833216.cif,-1.9701
4833702.cif,-0.6654
4833315.cif,-1.1707
4831944.cif,-1.0721
4832880.cif,-1.9751
4832001.cif,-2.1225
4894323.cif,-2.7208
4832727.cif,-1.301
4862058.cif,-1.0009
4834050.cif,-2.6701
4833861.cif,-2.7572
4835790.cif,-0.9443
4832079.cif,-0.1747
4833648.cif,-1.7229
4832604.cif,-0.3995
4832634.cif,-1.281
4832850.cif,-2.3073
4834857.cif,-2.071
4834074.cif,-2.1079
4832766.cif,-0.9803
4834362.cif,-1.944
4833531.cif,-2.0189
4832922.cif,-2.1451
4832658.cif,-1.0383
4832949.cif,-3.0444
4835607.cif,-2.101
4831941.cif,25.4366
4831929.cif,-1.9565
4833306.cif,-1.3071
4832700.cif,-1.1304
4832934.cif,-3.1384
4835502.cif,-2.0364
4862175.cif,-2.3393
4832784.cif,-2.0882
4894521.cif,-1.3084
4831995.cif,-2.1387
4833684.cif,-2.4235
4832910.cif,-2.1329
4832892.cif,-1.5579
4832049.cif,-1.3366
4834926.cif,-2.1178
4894719.cif,-3.3309
4862025.cif,-2.3032
4831971.cif,-1.2894
4894317.cif,-1.5035
4832016.cif,-2.2109
4832865.cif,-1.1565
4834743.cif,-1.9781
4834839.cif,-2.7497
4832925.cif,-1.6385
4833969.cif,-1.9684
4834962.cif,-2.0492
4833831.cif,-0.2357
4832754.cif,-2.1371
4833705.cif,-1.6674
4895112.cif,-0.1507
4832769.cif,-1.8566
4862106.cif,-1.7992
4834884.cif,-2.1311
4831959.cif,-1.6835
4834824.cif,-2.7174
4862109.cif,-1.8727
4833696.cif,-2.2145
4834536.cif,-2.0446
4833549.cif,-1.9148
4832238.cif,-0.961
4834062.cif,-2.697
4862118.cif,-2.1122
4835544.cif,-2.4243
4836009.cif,-1.2373
4835007.cif,-2.0606
4833051.cif,-0.8613
4831977.cif,-1.5534
4834560.cif,-1.6689
4835706.cif,-2.1306
4834119.cif,-3.0134
4833126.cif,-2.0239
4832046.cif,-2.4082
4834656.cif,-3.2724
4832190.cif,-2.2632
4833441.cif,-1.93
4833570.cif,-0.1273
4833984.cif,-1.2507
4834164.cif,-2.7443
4832055.cif,-2.6383
4833033.cif,-0.5892
4834587.cif,-2.6662
4832832.cif,-2.7625
4831989.cif,-0.3762
4831983.cif,-1.701
4833039.cif,-2.1326
4860144.cif,-0.1955
4835604.cif,-1.788
4834794.cif,-1.4019
4833138.cif,-2.9899
4832961.cif,-2.6983
4834497.cif,-2.7371
4833897.cif,-1.9151
4834875.cif,-2.1751
4832091.cif,-2.1561
4832994.cif,-1.8313
4833048.cif,-0.5498
4832775.cif,0.1245
4835001.cif,-3.1082
4832874.cif,-1.2252
4862172.cif,-0.714
4832118.cif,-2.0524
4832022.cif,-2.8763
4833270.cif,-1.4669
4832820.cif,0.1783
4833303.cif,-0.7245
4833348.cif,-1.7741
4832793.cif,-1.7765
4833117.cif,-2.0675
4833231.cif,-2.0877
4833234.cif,-2.9718
4833309.cif,-3.2105
4832181.cif,-2.0612
4832166.cif,-2.7874
4832244.cif,-2.0243
4894326.cif,-2.2572
4833210.cif,-2.0201
4834095.cif,-1.8044
4833666.cif,-2.217
4833981.cif,-3.0691
4834551.cif,-2.9099
4834176.cif,-2.2564
4832895.cif,-1.7187
4835820.cif,-2.3515
4833123.cif,-1.2356
4833495.cif,-1.4453
4833567.cif,0.0151
4833012.cif,-1.634
4833162.cif,-2.8642
4832094.cif,-2.3218
4832877.cif,-1.5015
4832031.cif,-2.314
4832061.cif,-1.9545
4832991.cif,-2.0587
4834287.cif,-2.0859
4832058.cif,-1.5316
4833021.cif,-2.5873
4832847.cif,-2.3039
4833024.cif,-1.4406
4833849.cif,-1.4236
4832103.cif,-1.4337
4832985.cif,-2.9012
4832982.cif,-1.393
4833357.cif,-1.0298
4832898.cif,-3.104
4834788.cif,-2.3123
4832037.cif,-3.0409
4834524.cif,-3.4877
4834464.cif,-3.3899
4832976.cif,-2.3083
4833414.cif,-3.3137
4834803.cif,-3.4635
4833699.cif,-2.4978
4833237.cif,-1.2166
4833744.cif,-1.8736
4836150.cif,-2.3546
4832184.cif,-2.8524
4833045.cif,-2.3716
4836045.cif,-2.2795
4832805.cif,-2.219
4834959.cif,-2.6751
4835985.cif,-2.5723
4862070.cif,-2.199
4834836.cif,-1.8225
4835337.cif,-3.5055
4833720.cif,-0.9442
4850172.cif,-0.0249
4301313.cif,-2.3649
4850262.cif,-0.8369
4291176.cif,-1.5194
4877802.cif,-3.0165
4877805.cif,-1.9195
4877808.cif,-2.7234
4877811.cif,0.0205
4877814.cif,-0.8409
4877817.cif,-1.5275
4896702.cif,-2.4998
4896633.cif,-1.724
4896333.cif,-2.5707
4897125.cif,-2.7778
4896114.cif,-2.8534
4895877.cif,-1.7218
4895691.cif,-1.2162
4895439.cif,-3.2376
4895472.cif,-0.6423
4895535.cif,-3.222
4895466.cif,-0.6762
4895544.cif,-1.0921
4895418.cif,-2.793
4895484.cif,-1.7226
4895451.cif,-2.2512
4895358.cif,-1.4265
4896237.cif,-0.7382
4895613.cif,-0.5099
4895796.cif,-2.4873
4895664.cif,-0.431
4895523.cif,-2.0122
4895661.cif,-0.5072
4895442.cif,-2.442
4895625.cif,-1.7361
4895367.cif,-2.9283
4895385.cif,-2.9388
4895349.cif,-0.4928
4895463.cif,-2.5823
4895895.cif,-1.3602
4895406.cif,-1.1548
4895481.cif,-2.9136
4895565.cif,-2.062
4895721.cif,-1.0713
4895445.cif,-1.3955
4896120.cif,-2.2655
4895448.cif,-2.2235
4896636.cif,-3.1274
4895940.cif,-1.9044
4895364.cif,-1.3749
4895694.cif,-1.6365
4895403.cif,-1.9122
4895373.cif,-2.6989
4895370.cif,-2.9488
4895607.cif,-1.3577
4896882.cif,-3.3864
4895649.cif,-1.5165
4895583.cif,-0.9304
4896111.cif,-1.9158
4895382.cif,-3.2268
4895589.cif,-1.1962
4895886.cif,-1.0992
4896711.cif,-1.3414
4895424.cif,-2.4676
4895670.cif,-2.4353
4895409.cif,-2.0776
4895436.cif,-3.3261
4895352.cif,-1.2247
4895376.cif,-2.7178
4895703.cif,-1.1835
4895595.cif,-1.6217
4895568.cif,-2.9733
4895454.cif,-2.8238
4895598.cif,-2.2186
4895508.cif,-2.1256
4896150.cif,-1.6628
4895412.cif,-2.0917
4896690.cif,-2.0517
4895727.cif,-2.8504
4895415.cif,-1.927
4895460.cif,-2.7703
4895967.cif,-2.2069
4895526.cif,-2.2416
4895430.cif,-2.7847
4895457.cif,-1.9276
4895397.cif,-2.0834
4895388.cif,-0.8744
4895433.cif,-2.2402
4895421.cif,-1.8311
4895379.cif,-2.0375
4896891.cif,-2.4799
4896894.cif,-2.7409
4896108.cif,-3.137
4895553.cif,-2.2349
4895652.cif,-1.4314
4895766.cif,-2.1771
4896720.cif,-2.3802
4896276.cif,-1.6689
4896570.cif,-2.1847
4896132.cif,-0.9857
4896027.cif,-0.4714
4896663.cif,-2.1682
4896600.cif,-1.5992
4896348.cif,-2.6061
4896933.cif,-1.943
4895760.cif,-3.2182
4895880.cif,-1.5976
4897128.cif,-1.9708
4895493.cif,-1.1814
4895622.cif,-2.9659
4896939.cif,-2.1479
4897245.cif,-2.2565
4897116.cif,-2.1074
4895736.cif,-2.7072
4896126.cif,-0.8816
4896045.cif,-2.1378
4895559.cif,-2.3513
4895799.cif,-1.3117
4895937.cif,-2.0785
4895949.cif,-2.0267
4895775.cif,-2.1034
4895802.cif,-2.9306
4896726.cif,-2.7316
4896315.cif,-0.3676
4896954.cif,-2.0352
4896729.cif,-1.4112
4896957.cif,-1.996
4896090.cif,-2.776
4895706.cif,-1.5359
4895697.cif,-2.9239
4896630.cif,-2.0185
4895355.cif,-0.7371
4895787.cif,-3.346
4895631.cif,-1.3824
4895400.cif,-1.6608
4896003.cif,-0.4337
4895904.cif,-2.8292
4895829.cif,-2.2324
4896609.cif,-0.9888
4895637.cif,-1.0053
4895634.cif,-2.8254
4896072.cif,-2.1295
4896030.cif,-2.4244
4896309.cif,-1.538
4896966.cif,-2.12
4896096.cif,-3.2361
4896357.cif,-2.8364
4896216.cif,-0.8695
4896306.cif,-1.0243
4895844.cif,-1.8242
4896066.cif,-2.6976
4896099.cif,-2.354
4896372.cif,-1.9068
4897194.cif,-1.9543
4895805.cif,-1.4597
4896141.cif,-2.4307
4896033.cif,-2.207
4895499.cif,-1.891
4896312.cif,-1.0064
4896075.cif,-1.8852
4895808.cif,-1.6676
4896558.cif,-1.8138
4897305.cif,-2.1482
4896123.cif,-0.8097
4896234.cif,-1.0308
4895709.cif,-3.2106
4896735.cif,-2.0103
4895772.cif,-2.2302
4896039.cif,-1.8977
4896339.cif,-2.9702
4895832.cif,-2.9282
4895952.cif,-0.4274
4896009.cif,-0.8277
4896105.cif,-1.9964
4896342.cif,-2.2706
4896549.cif,-1.3912
4896738.cif,-2.3734
4896351.cif,-2.7742
4895988.cif,-2.0671
4895730.cif,-2.6705
4895682.cif,-2.9467
4895865.cif,-1.8761
4895679.cif,-0.2057
4895907.cif,-1.9268
4896741.cif,-2.0844
4896264.cif,-2.1411
4895901.cif,-1.6505
4896147.cif,-1.5916
4896975.cif,-0.3854
4896360.cif,-2.3655
4895619.cif,-1.7973
4895868.cif,-2.4967
4896069.cif,-2.0204
4895871.cif,-2.0133
4895916.cif,-2.0477
4895934.cif,-2.7148
4895823.cif,-1.5157
4895784.cif,-1.5217
4896366.cif,-1.9233
4896399.cif,-0.7531
4895946.cif,-2.0484
4896753.cif,-1.8182
4896288.cif,-1.2286
4896153.cif,-1.0785
4896510.cif,-1.2618
4895640.cif,-2.6916
4896321.cif,-1.6624
4896759.cif,-2.42
4896285.cif,-2.0784
4896765.cif,-1.8263
4895874.cif,-2.2215
4896369.cif,-2.1122
4896240.cif,-2.2195
4895646.cif,-0.1897
4895733.cif,-2.8994
4895985.cif,-1.7853
4896489.cif,-1.4336
4895979.cif,-2.8259
4896987.cif,-2.3019
4896378.cif,-0.5228
4896402.cif,-1.5405
4895763.cif,-2.9365
4896381.cif,-1.2642
4895547.cif,-0.4543
4895580.cif,0.0603
4896567.cif,-3.2741
4895610.cif,-0.5215
4895862.cif,-0.5663
4896990.cif,-0.9752
4896159.cif,-2.1215
4897248.cif,-1.6468
4895520.cif,-1.9245
4895826.cif,-1.7607
4896384.cif,-1.9525
4896774.cif,-2.3502
4896387.cif,-0.145
4896996.cif,-2.3652
4896390.cif,-0.7424
4895973.cif,-0.2534
4896162.cif,-2.7605
4896999.cif,-2.1255
4895910.cif,-2.239
4895925.cif,-2.0388
4895790.cif,-0.0604
4896165.cif,-2.4127
4895751.cif,-2.168
4896228.cif,-0.6164
4896018.cif,-0.3048
4895514.cif,-2.0697
4895856.cif,-2.4449
4896042.cif,-2.5797
4895976.cif,-1.9012
4896168.cif,-2.7277
4896243.cif,-2.7783
4896396.cif,-1.2527
4896231.cif,-0.6712
4895859.cif,-1.7285
4895841.cif,-0.285
4895919.cif,-2.2049
4896681.cif,-0.2838
4896174.cif,-0.3713
4896048.cif,-1.9462
4896177.cif,-2.0751
4896405.cif,-2.0535
4896180.cif,-2.2174
4896408.cif,-1.33
4896246.cif,-3.1948
4895994.cif,-2.927
4896411.cif,-1.6839
4895628.cif,-2.4584
4896420.cif,-2.0267
4895928.cif,-1.1322
4895742.cif,-0.2366
4896513.cif,-1.978
4897224.cif,-2.2481
4896645.cif,-3.246
4895817.cif,-1.8464
4896552.cif,-2.0246
4896432.cif,-3.1639
4896252.cif,-2.7374
4896657.cif,-1.1898
4896789.cif,-1.0434
4896585.cif,-0.3483
4895556.cif,0.1176
4896255.cif,-2.0861
4895931.cif,-1.7821
4895961.cif,-1.5658
4896258.cif,-1.8862
4896435.cif,-1.5462
4896438.cif,-2.0071
4896441.cif,-2.3374
4897008.cif,-2.2296
4897011.cif,-2.6826
4896795.cif,-2.6353
4897014.cif,-1.9399
4896666.cif,-0.4355
4897425.cif,-2.0829
4896684.cif,-2.918
4897119.cif,-0.2511
4897023.cif,-2.5732
4896798.cif,-1.8825
4897026.cif,-3.0193
4897029.cif,-0.5819
4897035.cif,-1.7008
4896801.cif,-2.6678
4896804.cif,-2.6532
4896189.cif,-2.7057
4896504.cif,-1.9707
4896261.cif,-1.8098
4896291.cif,-2.6838
4896516.cif,-2.216
4896606.cif,-2.0756
4896453.cif,-2.9053
4896456.cif,-1.215
4896459.cif,-1.9344
4896081.cif,-1.3717
4896588.cif,-2.0993
4896819.cif,-1.505
4897254.cif,-2.7017
4896279.cif,-1.8789
4896198.cif,-2.8713
4896057.cif,-0.659
4896672.cif,-0.8548
4896480.cif,-1.581
4897044.cif,-2.2272
4909344.cif,-1.4638
4909332.cif,-1.4506
4910565.cif,-0.3685
4956993.cif,-2.22
4956852.cif,0.553
4957098.cif,-1.9606
4956957.cif,-1.961
4957263.cif,0.3403
4957377.cif,-2.5773
4957167.cif,-1.0305
4957251.cif,-0.0508
4956975.cif,-0.709
4956984.cif,0.7561
4957101.cif,-1.9941
4956960.cif,-0.9742
4956987.cif,-1.2481
4956963.cif,-0.9858
4957284.cif,-1.535
4956990.cif,-1.5357
4957242.cif,-1.5596
4956939.cif,0.3013
5097846.cif,0.3441
5097858.cif,-0.6213
5097852.cif,0.1521
5097891.cif,-1.4416
5097870.cif,-0.1847
5097876.cif,0.6918
5097855.cif,0.7028
5097942.cif,-0.7557
5097867.cif,-1.1509
5097900.cif,0.1473
5097903.cif,0.1497
5097927.cif,-0.1264
5097888.cif,0.3494
5122443.cif,-0.5644
5122146.cif,-0.168
5122152.cif,-0.8776
5498087.cif,-0.3866
5498144.cif,2.4072
5507132.cif,-0.3866
5562927.cif,-2.318
5563442.cif,-2.7609
5592655.cif,-2.3244
5592658.cif,-2.5136
5592660.cif,-2.7673
5592687.cif,-3.1622
5592720.cif,-2.0252
5592721.cif,-2.0562
5637788.cif,-2.3231
5637790.cif,-2.3231
5637819.cif,-2.5148
5637822.cif,-2.5148
5637821.cif,-1.5347
5637828.cif,-2.7668
5637827.cif,-1.1057
5637826.cif,-2.7668
5637829.cif,-1.1054
5638026.cif,-3.1622
5638025.cif,-0.7525
5638024.cif,-3.1622
5638027.cif,-0.7466
5638137.cif,-3.0813
5638138.cif,-1.5763
5638139.cif,-2.3477
5638140.cif,-1.0351
5638292.cif,-2.0251
5638291.cif,-1.0129
5638290.cif,-2.0251
5638293.cif,-1.0129
5638296.cif,-0.8352
5638295.cif,-2.0562
5638294.cif,-0.8352
5638297.cif,-2.0562
5639098.cif,0.3554
5639099.cif,2.5825
5639119.cif,2.3823
5639117.cif,-0.0866
5639116.cif,2.3823
